product_category,product_url,review_date,Date,handle,rating,helpfulness_rating,review
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,4/7/2021,Post_Covid,SN,5,,"After a whole year I’ve finally snagged some Lysol wipes! This is the Bentley of disinfectant wipes! The design of the container is unique you can easily put your fingers in the big opening and take out a wipe or more without unscrewing the top and place the unused end into the notch and start feeding the roll. It pulls out and then rips cleanly since there are perforations. Other brands require you to constantly unscrew the top to feed the wipes that keep slipping back in or rip halfway. The scent on this is STRONG. That way my clients will know that I wiped down the treatment table and stuff. If you use it too much it may cause nasal discomfort, which is why I swap other lesser scented brands like Amazons Solimo, heh heh. Get this today before it’s gone! note as of 4/7/21 - they’re sold out :("
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,2/11/2021,Post_Covid,Jessica,5,,After reading other reviews I was iffy what would be delivered but to my surprise they all came in mint condition !! Awesome buy!
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,8/1/2020,Post_Covid,Kerry,5,,Ahhhhhh all felt well in the world again when I was able to get a delivery again of my Clorox wipes. Oh how I missed my Clorox wipes deliveries. 😩😩❤️❤️💪🏼💪🏼Welcome back in my life.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,4/3/2020,Post_Covid,Frankie Man,1,2,All 4 containers were already opened and all lids were off. Wrapping was torn. No liquid in any of the containers. The wipes were just damp. The only reason that I’m using them is because these were very hard to get because of the Coronavirus problem and I don’t want to throw them out. I would have returned them and reordered them but they are sold out.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,5/10/2020,Post_Covid,Lisa Katch,3,2,all 4 tubes i received didn't have any sort of sealed protective film under the lid to prevent liquid from leaking out like my clorox wipes had.  It got everywhere.  I almost feel like the company cut corners in a hurry to make product available to the masses given the current health crisis.  I am also afraid that these are going to dry out much faster without being completely sealed.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,2/14/2021,Post_Covid,ryan miller,5,,All four of the containers of the plastic that contain the waves were cracked and the product was all dried out
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,3/14/2021,Post_Covid,lsof1969,2,,All the packages are leaking and the labels fall off! Jars have no liquid in there to keep them moist!
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,12/12/2020,Post_Covid,JAE,5,,Always a favorite!!!
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,9/16/2020,Post_Covid,Ashley Phillips,5,,Always my go to for disinfecting. I use for my home and business.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,11/9/2020,Post_Covid,Kitty,3,,Always nice to have Lysol wipes handy.  Keep a can in my car to wipe it down.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,10/2/2020,Post_Covid,Avneet Kaur,5,,Always on my list when I want disinfectant wipes! LOve them
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,10/5/2020,Post_Covid,Real customer,5,,"Always out of stock and I finally got it, great products."
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,3/9/2020,Post_Covid,Reita F. Hardeman,5,,Always use the Lysol wipes for disinfecting. They actually clean better than the Clorox wipes but neither do as well as scrubbing with a good cleaner. Great for touch ups!
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,4/10/2020,Post_Covid,M W@nis,5,,Amazing product at a good Price.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,7/25/2020,Post_Covid,AmazingLidia,5,,Amazon for the win! Delivered promptly and was as expected. Great for disinfecting and keeping things tidy.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,4/6/2020,Post_Covid,Mickey,5,,"An essential during COVID-19 pandemic. Love the 4 pack.  I’m sensitive to certain scents, these do not bother me."
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,9/17/2020,Post_Covid,Keri Walker,5,,and its lysol wipes. Woot
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,12/4/2020,Post_Covid,erika a.,1,One,"Any time I have purchased any type of cleaning or sanitizing wipe they have always had a seal on the container. Upon opening these I discovered none of them were sealed, there was no fluid inside and they were barely moist enough to use, and two of the containers had this reddish brownish tint inside of the wipes. These hardly seem sanitary or something I would want to wipe high use items down with."
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,3/2/2021,Post_Covid,Tom,1,2,Are these legitimate Lysol wipes? Labels falling off.. Packages all leaking. Not the usual container they are in. Would not buy these from Amazon again
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,10/10/2020,Post_Covid,Jonathan Alanis Ruiz,5,One,Are use this to deep clean I love how they come in a package and they smell great
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,2/21/2021,Post_Covid,DalPal,5,,Arrived earlier than expected. Package was in good shape with no damage. All containers were sealed with no leaks. Fair price. Would order again
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,9/5/2020,Post_Covid,LD,5,,Arrived in great shape and wrapped to avoid leakage.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,4/21/2020,Post_Covid,Michael Cruz,5,,Arrived perfect and before promised date! All items were delivered without leakage and intact. I usually like to buy the soft packs because the tubs take you so much space but right now I’ll take what I can find!
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,5/29/2020,Post_Covid,misschristmastree,5,,Arrived quickly! Just what we needed at this time!!
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,5/27/2020,Post_Covid,Amazon Customer,5,,"Arrived quickly, used for disinfectant and wiping down commonly used surfaces."
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,2/18/2021,Post_Covid,Grateful owner,5,,"As expected, they get the job done! Fast and safe delivery!"
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,9/11/2020,Post_Covid,Robin L Packard,5,,As expected.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,5/30/2020,Post_Covid,Armando L,4,,"As other users have stated, the packaging is not the best. One container lid came damaged. Other than that excellent product."
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,9/29/2020,Post_Covid,Shelby Gregoire,5,,At first I was skeptical to order these because there were some mixed reviews and complaints about the packaging. I decided to take the risk since I am a teacher and really needed these wipes to maintain a safe classroom for my students. I received the 3 packs of 4 containers each that I ordered and they all came in perfect condition with the wrapping fully intact. I will be looking for the restock to order more!
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,3/9/2020,Post_Covid,Amazon Customer,5,,Awesome
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,1/19/2021,Post_Covid,Darlene,5,,Been looking for this
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,11/5/2020,Post_Covid,Team A,5,,Been waiting for it to get in stock. Im glad I was able to catch them went available.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,10/31/2020,Post_Covid,Nay,5,,Best disinfecting wipes!  Hope they become available again.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,11/16/2020,Post_Covid,shane s,5,,best price on day i was looking
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,3/30/2021,Post_Covid,Albert,5,,Best product for disinfecting surfaces!
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,1/24/2021,Post_Covid,Jane,5,,Big amount in each.  Easy dispenser smell great too
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,5/31/2020,Post_Covid,mustangmamainfl,5,,Bought at beginning of lockdown for Covid. Have them everywhere in house. Smell good and cleanup well.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,3/25/2021,Post_Covid,ggee,5,,Bought for hurricane kit as well as house hold.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,4/24/2021,Post_Covid,D. lariscy,4,One,"Bought for the virus problem. It is a good product, but ONE of the cannisters was damaged in shipping, cracking the outside, letting cloths dry some. BUT, I would buy again. Bulk priced and availability was good."
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,10/25/2020,Post_Covid,JTS,5,,Bought product and use it daily.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,3/6/2020,Post_Covid,Goodrollmodel,5,7,Bought these before the big Corona scare. They have gone up significantly in price since my purchase.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,3/15/2020,Post_Covid,MBL,5,,"bought these just before the cleaning product shortage. great value for money, a reliable product"
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,12/2/2020,Post_Covid,K. May,3,,Box opened.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,11/29/2020,Post_Covid,jenn,1,,Broken when recvd. However - i did recv a refund. Still - needed the product..... will order again if available as they made good.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,4/22/2020,Post_Covid,jlo,5,,Buy it......
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,10/16/2020,Post_Covid,Jonathan Gonzales,1,,Came all bashed up.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,9/24/2020,Post_Covid,Almighty Pain,5,,Came in quick and had no issues with leaking or any potential problem you might expect. Item arrived exactly as described and as advertised. I am satisfied and happy with my purchase at the moment and see no issues with the quality and effectiveness of the product as it works perfectly as intended.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,5/27/2020,Post_Covid,Venus McCoy,5,2,Came intact and in a brown box so no one knew what was inside lol! They appear to be exactly as expected and no leakage.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,5/15/2020,Post_Covid,Amazon Customer,5,,"Came sooner than expected, box was broken a little bit during shipping, but the product was fine. The scent of cleaning products usually bother me, but these smell really good and I don't have a problem with it."
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,2/21/2021,Post_Covid,margie,5,,can t live without this
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,12/4/2020,Post_Covid,Amazon Customer,5,,"Can’t beat Lysol wipes, very hard to find right now with Covid-19 cases still on the rise. Glad it was a 4 pack"
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,4/14/2021,Post_Covid,Beth M.,5,,Can’t beat this product 👌
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,12/18/2020,Post_Covid,Larisa Abbott,5,,Can’t believe I found it.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,9/23/2020,Post_Covid,Sunshine Blair,5,,Can’t go wrong with Lysol products. Great price love the quality and scent of the wipes. Great for easy cleanup and sanitizing.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,5/22/2020,Post_Covid,rose,5,,Cant believe I was able to get these during this time very grateful. I got them for my mom  shipping was fast packaging was great I look forward to ordering again.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,11/16/2020,Post_Covid,Amazon Customer,5,,Cheap and easy to use Great
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,12/10/2020,Post_Covid,Steph,5,,Clean well
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,9/8/2020,Post_Covid,G. L. Jones,5,,"Cleans well and disinfects as lysol always has.  Packaging is difficult to keep wipes in the ""tear"" area and wipes do not tear every time, so pull carefully.  Other than that they are great.  If the wipes fall on their side, the liquid does not all drain out, which is a vast improvement over past designs.  I carry a pack in my car so I can sanitize when I go into the store if they do not have wipes available for shoppers.  I did this before covid but now it is even more important.  I just wish they were in stock more often, but can't blame that on the sellers, just covid and hoarders.  Great product, as always."
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,8/23/2020,Post_Covid,BeBe D.,3,,Clorox does a much better job & can handle kitchen grease.  These don’t at all.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,12/29/2020,Post_Covid,"Amy RN, MSN",5,,Convenient for cleaning
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,6/10/2020,Post_Covid,Isaias A.,5,,Convenient to clean and disinfect surfaces.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,7/30/2020,Post_Covid,JT,5,,Covid 19 Lysol will kick you out of existence. Soft touch and tough durability. I prefer this over Clorox because they add more wipes to the same price Clorox offers. Been using this for years now and Lysol never fails their quality yet.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,11/14/2020,Post_Covid,Kara,3,,Damaged when arrived
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,5/22/2020,Post_Covid,Vanessa,5,,"Delivered on time, product in tact, no complaints! Will order again... when available!"
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,12/2/2020,Post_Covid,Christina Barahona,5,,Delivery was fast and smell so good
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,4/18/2021,Post_Covid,Amazon Customer,5,,Dependable cleaning wipes
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,4/18/2020,Post_Covid,Michelle L. Rush,3,One,Desperately needed these! Was not impressed that they all 4 came in damaged and leaked in the packaging!
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,9/3/2020,Post_Covid,Jessica Bueno,1,One,Did not come in the best conditions all the liquid spilled so most wipes are basically dried up. This is a rip off
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,11/6/2020,Post_Covid,Lisa,5,,"Disinfecting paper has become a necessity of life, very easy to use, stock up a lot"
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,9/18/2020,Post_Covid,jack trump,5,,"Disinfecting wipes are a must-have. They’re too useful to do without. The main problem for me was mainstream prices for small packets. So, searched around, and bingo, a big pack of a well-known brand at a much lower price. It was a no-brainer to get a much better deal for me, and the wipes are excellent."
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,9/11/2020,Post_Covid,Jill Ann RSD,5,,Does a great job disinfecting and cleaning. Easy to use.  Smell is a little strong but you know you’ve killed germs
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,1/21/2021,Post_Covid,Emk,5,,Doing its job! Was lucky to get it.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,6/28/2020,Post_Covid,maite,5,One,"During a pandemic it was not easy to find them at our local stores, thankfully I was able to order them here."
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,12/9/2020,Post_Covid,Donnay,5,,During the pandemic I always need to have disinfectant wipes around the house. I use it to clean the kitchen bathroom door knobs. Just hope the manufacturer makes it more because this is a hard item to get
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,10/18/2020,Post_Covid,K.Arakaki,5,,During these times I’m very pleased that this was an affordable 3 pack and I could order up to three instead of just one especially since I share with my elderly grandparents so they don’t need to go out
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,10/5/2020,Post_Covid,J W,5,,During this pandemic it’s been hard to find disinfecting wipes and I’m so glad Amazon has been stocking these! My only beef is they were shipped in a poly bag and arrived a little smashed and wet. No seals on the top of the canisters so some of the liquid seeped out and destroyed the labels. Lysol usually overfills anyway so I just removed the wet paper and there was still plenty of solution on the wipes.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,6/16/2020,Post_Covid,Harry C.,4,,"During this pandemic time, there were a time the wipes were out of stock and I finally got it. Overall, I think they do their job. However, I feel like the smell is a little bit too strong that make me sick sometime. Maybe they change their formula? Or adds more to kill the virus?"
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,3/18/2021,Post_Covid,Sarah,2,,"Each one has no film sealed on the top.  So when I received them, the liquid was leaked out, and the labels were shredded.  I hope the packaging can be improved in the future."
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,4/10/2021,Post_Covid,BABS,5,,Ease
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,2/16/2021,Post_Covid,Roxanne Marconi,5,,Easy cleanup grab and go to disinfect door knobs tv remote cell phone .I have been using them for years I always grab one as I leave my house to wipe off the car door handle and the stealing wheel my
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,2/11/2021,Post_Covid,Amazon Customer,5,,Easy cleanup. Smells great!
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,8/19/2020,Post_Covid,S McMillin,5,,Easy to use.  Works well  and disinfects surfaces.  Works well for me.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,5/13/2020,Post_Covid,Kris,5,,Easy to use. Pleasant smell.  Hard to come by at the stores.  Glad to find available online.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,10/7/2020,Post_Covid,OLdweeb,3,One,Either packaged wet or leaked en-route. What a mess... The wipes themselves seem fine but I don't know what percentage of the liquid leaked out. By how much was the usable life of the wipes shortened as a result?
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,12/27/2020,Post_Covid,Lety quinteros,5,,Estas toallitas me encantan limpian bien son de buena calidad
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,4/20/2021,Post_Covid,Hari,5,,Everyone knows the value of these during this pandemic season
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,4/7/2021,Post_Covid,Fanz,4,One,Everything was great just that the liquid spilled out so when I open the package theThe label was coming off and discolored
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,2/21/2021,Post_Covid,H.D.,3,,"Everything’s good with the product, although my canister arrived cracked. :-("
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,2/23/2021,Post_Covid,lisachu,5,,Exactly as advertised.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,4/19/2020,Post_Covid,Jj,5,One,Exactly as described-no leaking or damaged packaging as other buyers stated. Shipping took approx. 2 weeks though expected with all the craziness!
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,1/8/2021,Post_Covid,Laura T.,5,,Exactly what I needed.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,1/28/2021,Post_Covid,KC,5,,Exactly what I ordered! Came fast and will be ordering again..
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,2/11/2021,Post_Covid,Jacquetta C.,5,,Exactly what was advertised
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,11/15/2020,Post_Covid,Monica callupe,5,,Excelente
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,5/24/2020,Post_Covid,Alex,5,One,Excelente producto y la entrega a tiempo.👍👍
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,3/16/2021,Post_Covid,Jessica,5,,Excellent condition no problems
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,5/27/2020,Post_Covid,Nae Taylor,5,,Excellent packaging great quality
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,2/2/2021,Post_Covid,Barry Rock,5,,Excellent Product
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,8/3/2020,Post_Covid,Cynthia,5,,Excellent product and great price
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,8/19/2020,Post_Covid,Santiago Martinez,5,One,"Excellent product itself. The managing of shipping is what I question I received the first time perfectly ok no issues Sad I am ordering again and now says unable to ship to my location and not because is not available because that is understood for high demand,but because I am in Puerto Rico..You serious?? Really??? What changed??"
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,11/1/2020,Post_Covid,West . .,5,,Fast and good packaging would buy again
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,9/16/2020,Post_Covid,Pumster,5,,Fast delivery. Great price. Lots of cleaning fluid and packed well. No dripping from container. Does not appear to dry up any time soon.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,10/28/2020,Post_Covid,Jesus L,5,,Fast shipping and great condition!
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,2/24/2021,Post_Covid,LadyBgood8413,5,,Fast shipping w/ great deal
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,12/27/2020,Post_Covid,Tye Rick,5,,Finally able to get some after months of looking.  Thank you !
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,3/22/2020,Post_Covid,Diyaa,5,,"Finally came , loved them , no hard smell I got these because I cannot smell some detergent My lungs hurt"
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,12/13/2020,Post_Covid,Yuan,5,,Finally get this item for this pandemic season. Nice!!!
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,11/6/2020,Post_Covid,Monkey,5,,finally got it with low price
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,10/14/2020,Post_Covid,Amanda Cordova,5,,For the times we are living in now these work great for home use
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,9/4/2020,Post_Covid,Cowboy,5,5,"Four containers of glorious disinfecting wipes at a great price!  80 wipes per container and 320 wipes total in the package.  These wipes clean well and smell great.  These used to be so easy to find, now it takes a miracle to find them in the stores or on Amazon.  I have been blessed."
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,1/11/2021,Post_Covid,"Alfredo B.Silva, Jr.",5,,Fresh and clean
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,2/17/2021,Post_Covid,jane,1,,From scent to texture all make me feel this is not real Lysol product! I don’t want to risk my safety to use this product in COVID 19 situation so I didn’t use it.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,8/6/2020,Post_Covid,iris chase,5,,"Gave these away at work, they are great to clean the consoles"
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,5/14/2020,Post_Covid,saldana06,5,,Gets the job done
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,11/11/2020,Post_Covid,K. Webb,4,,"Getting these as a subscription is pretty awesome, and I'm glad I can get disinfecting wipes in the age of covid.  The last set I got was shipped with 1 not having a lid.  They're not dry, but there was yellow from the plastic wrapping around the tubs on the top of the wipes."
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,6/25/2020,Post_Covid,Amazon Customer,5,One,Glad to have secured this order as it has been difficult to get these locally.  One of the 4 packs had broken out of it’s outer plastic covering and there was some minor leakage in the box
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,4/18/2020,Post_Covid,MichaelMSG,5,,Glad we had just received these before vivid 19 hit
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,2/15/2021,Post_Covid,MAGGIE RAMOS,5,,"Go here on time my package was open, but nothing missing..."
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,4/9/2020,Post_Covid,Caroline Witz,5,One,gonna be real with you chief I'm exceedingly happy with the fact I made this purchase before Corona hit. everyone remember to disinfect your phone every time you go outside!
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,1/12/2021,Post_Covid,Builder,5,,Good
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,3/12/2021,Post_Covid,Maria,5,,Good
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,11/29/2020,Post_Covid,wangygui,5,,good
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,12/4/2020,Post_Covid,junrong Chen,5,,Good
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,1/16/2021,Post_Covid,Amazon Customer,5,,Good
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,2/14/2021,Post_Covid,nancy garcia,5,,Good
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,6/1/2020,Post_Covid,Behzad,5,,good as described!
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,1/20/2021,Post_Covid,Jeffrey Lee,5,,Good buy
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,12/13/2020,Post_Covid,candygirl,5,,Good for cleaning
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,2/20/2021,Post_Covid,jorge capaz,5,,Good for deep cleaning and scent.
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,12/8/2020,Post_Covid,Kindle Customer,5,,Good price
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,7/18/2020,Post_Covid,hong,5,,Good price excellent value
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,1/15/2021,Post_Covid,Juliana Glasmire-Barnes,5,,Good price for the product
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,3/20/2020,Post_Covid,John Ramirez,5,,Good product 👍
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,9/11/2020,Post_Covid,Zeus,3,,"Good product, terrible shipping.  These hard side Lysol canisters were shipped in a plastic bag that arrived ripped and damaged. As a result,one out of the four canisters was dry. Wish they had been shipped in a box like in prior orders to avoid damage."
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,3/4/2021,Post_Covid,Amazon Customer,5,,Good purchase!
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,3/10/2021,Post_Covid,Serena,5,,good stuff
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,2/23/2021,Post_Covid,Amazon Customer,5,,Good stuff
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,4/25/2021,Post_Covid,Amazon Customer,5,One,Good value
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,3/9/2020,Post_Covid,Amazon Customer,5,,"Good value, good product!"
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,7/23/2020,Post_Covid,Miguel,5,One,"Got it to clean the house daily and prevent spread of any viruses,germs, bacteria, etc"
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,10/2/2020,Post_Covid,Sarah Graham,5,,Got it today! And came in great without any problems! So happy to get them since they are impossible to find in store
disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,4/7/2020,Post_Covid,Patrick L. Uzzell,5,,"Got order, happy !"
