product_category,product_url,review_date,handle,rating,helpfulness_rating,review
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,4-Jan-21,Jessgeee,1,14,"This mask is sleek and nice . Better than wearing a blue disposable mask ,but it Sheds to much on the outside and you can it feel it inside your nose. The material making your nose itchy . Save your money and buy them somewhere else"
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,16-Jan-21,Ivan,1,11,These masks are by far the worst I’ve had. The masks arrived with a strong chemical smell like burnt plastic. I was suspicious and after just a couple of wears my face started breaking out in a rash and I’ve never experienced anything like it. I’m afraid to wear them now. The material is also very thin and the woven material started falling apart on the first wear. The one nice thing about them is that they cover a good amount of face but I wouldn’t recommend them after my purchase.
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,7-Feb-21,Ella,1,11,"Loved this mask at first. I’m always wearing black so I felt like this was a must have. Also disposable masks are a tad bit easier to breath in so I said win win. After a week of wearing them I started to notice my breathing was acting a little weird.. the only new thing was the mask since I needed it for work. I’m not 100% sure what they use to make these masks but something ain’t right. Went back to my normal mask and I felt better In just one day of not wearing these disposable masks. Also quick note , I often wore the regular blue disposable masks and I never had an issue till I tried these. I know a lot of people who still wear them , maybe I was just allergic to something in it but I don’t personally recommend."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,5-Jan-21,Angela,1,11,"This mask is comfortable around the ears and fits well however it ends up with ""fuzzies"" on the inside and you constantly feel like you have to remove something from your lips/mouth area. Won't buy this kind again.  Also the straps break easily. These are Garbage."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,26-Dec-20,Adam,1,9,I have broken like 10 of these in 2 days. I am not even kidding. The ear loops have terrible connection to the mask itself. Lie its being help with freaking stick glue lol. Try a dif brand if I were you.
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,6-Jan-21,Jacob Sanchez,1,9,"Appearance and style is a 5 star, presentation is really good, but the quality would be Zero stars if i could leave that! The very first one i put on lasted literally 5 minutes, at first it felt great, but as soon as i went to adjust it, and lightly i might add, it popped very easy, so i thought maybe a put on a defective one, so i put on the second one... boom popped in a few minutes again. The third one lasted little longer over an hour, i was like ""forget it"". VERY POOR QUALITY! Don't waste your money. WOULD NEVER BUY THESE AGAIN!"
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,8-Feb-21,Chris Fullerton,1,7,"Not what you see in the picture. Single ply, will make your glasses fog up and THEY SMELL LIKE PAINT. Wore one of these for a full day and began to get nauseous. Amazon should pull this product from their site. Most likely carcinogenic and made in China. On the other hand, you might get a little head high from the paint fumes that they dyed them with, so if that's a plus, might want to buy these!"
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,8-Oct-20,DM decor,2,11,"Very disappointed with these mask! They arrived in a beat up box, the packaging was broken and they are super THIN!!! Don’t bother ordering these! I trash them IMMEDIATELY!!"
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,5-Nov-20,Cricut crafter,5,231,"These masks are super comfortable to wear. I like the black because it doesn’t get discolored from my makeup. Also doesn’t rub all of my makeup off, just very little. Also my face doesn’t get steamy and feel moist after wearing for long periods, worn for up to 10 hours at work. I like the throw away masks because they seem cleaner than reusable masks that probably aren’t washed often enough. I like to put a stack of these masks in my car and have in case someone in my family forgets their mask at home. Definitely would recommend!"
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,8-Dec-20,Sherndina Moreland,3,8,"This mask has a chemical order, very off putting. I do like the black color. As comfortable behind ears, as the blue stretchy mask everyone is wearing, but the material is somewhat stiff. I placed  them on hangers in the garage to air out...still smell the oder  in my room, where I opened the box. Will not order again due to chemical smell and stiffness of material.  Small note inside said manufactured in China."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,2-Jan-21,My Aun Lia,2,6,"Firstly, I purchased theses masks because I wanted disposable black masks. I use the standard blue on a daily basis but I wanted black to stand out a bit. The masks are relatively nice, generally... but the material becomes fuzzy very quickly. It was worn just during daily routine but the fuzz from the material continually irritated my nose and mouth. I got another mask and it did the same thing almost instantly, another mask and same problem.... Basically, the moment a new mask is opened and stretched to place on your face the material instantly becomes looser and fuzzes. Its as if the mask material is missing a layer of protectant over the fabric. I do not recommend these masks to wear for longer than 20 minutes maximum because if you remove the mask and return it to your face the material becomes unbearable. Because of that, I do not recommend and I would not order again."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,13-Dec-20,Pa3cya,1,7,This is falsely described. This is most definitely 1 ply. I bought this black one and a box of 50 purple masks from a different company together. Right away I saw the box with the purple masks is much bigger. Right away I can feel that the black mask was like a cheap paper napkin. Then I decided to try it on and I could see through it. Returned it right away.
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,13-Nov-20,Kawaiimami,1,6,I’ve bought every kind on face mask/ shield possible since the pandemic started. These particular ones are the worst. Not only are the really big and uncomfortable. It literally had this weird scent. Not strong but still every time I breathed I would smell it. The first one I pulled out of the bag broke (explains why they give so many) also after wearing all day my ears were hurting. It was so big there is gaping in the side of my face . I also never had trouble breathing comfortably in other masks but this one made my face feel hot. One star for the black color.
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,26-Dec-20,Yuval Romer,1,8,Look good but Not good quality. The inner lining comes apart and becomes like fuzz and is uncomfortable to breathe. Lining comes off and the fuzz goes into nose And mouth: it is also itchy
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,6-Nov-20,Ray,4,7,The product is ok but not worth the extra money. I ordered the box of 50 mask. I’ve used about 20 of them. The face covering its self works as described. My issue is with the straps. Out of the 20 mask that I’ve used. The straps broke on 8 of them within the first couple of hours using them. I like most people spend the extra money thinking they were of better quality. They’re not.
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,21-Nov-20,Dani O,5,15,"I have spent hundreds of dollars on masks since the covid pandemic started. Shopped Etsy, facebook ads, instagram ads and online search ads. I have severe ""mask Claustrophobia"", yep I guess it's a thing due to lack of breathability. These highly affordable masks are the best I have bought and affordable. You can breath in air easily and they still pass the not being able to blow out a candle hack which means they are protecting you. This is the only mask I will use from now on. Fit myself and husband. Would be to big for a child in my opinion. Hope this helps anymore who was having the same problem as myself of not being able to breath in your mask."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,6-Oct-20,Anna,2,7,"I purchased these masks because I got tired of wearing blue masks. I purchased these masks specifically because they are black. I was pleasantly surprised. They are thick, and the elastic does not break like some of the other.  They are actually great quality and very complimenting when you want more than just the hospital blue masks. They are also very thick and appears to be great for protection. Highly recommend these. ***originally rated this a 5 but not changing it to a 2 since a couple of them the string broke. I will be returning.***"
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,21-Oct-20,Jon,1,8,"These masks are way overpriced for the quality you get, they are very uncomfortable and the elastic strap breaks very easily, making it so you need to carry multiple masks just in case. This is a 5 dollar box of masks that are 3x the price they should be, due simply to demand. Get another brand of black mask!"
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,19-Feb-21,Amazon Customer,1,5,"In the photo it looks as though these have the soft, breathable comfy white inner lining. They do not! The same waxy black material is on both sides. For this reason alone they are uncomfortable & less breathable. Worse still, they have a bad smell, like whatever plastic or glues used to make them are still off-gassing. I work in an industry where we're careful about exposing ourselves to chemicals, and this is a chemical smell of some kind possibly containing VOCs. the worst thing you could breathe through all day.  DO NOT BUY"
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,21-Feb-21,IG,1,2,"I realize the item description says ""disposable"" but that usually means when you are done wearing it at the end of the day. The slightest movement of the mask, such as lifting it to get a drink of water, not to mention if you remove it to eat, causes the strap to become dislodged. Unless you have an extra in your pocket you must hold the mask to your face until you can obtain a replacement. After the first time it happened I became very cautious with any movement while using these masks. It has happened several more times no matter how careful I was. If you do not plan on moving it for any reason during the entire time you are wearing it the mask will meet your needs. However, if you need to remove it, or even just lift it partially off you face, make sure you have access to a replacement mask. I have used other masks and never experienced this repeated problem."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,4-Dec-20,Alyse,3,3,"Although in terms of comfort, light weight and stretch parameters, this mask has five stars in all, it’s not an efficient mask for Covid purposes. It has pretty much no filter and all it really does is prevent the spread of any liquids such as sneezing or coughing particles. It’s pretty thin like any standard complimentary mask that you might get if you go into a airport or supermarket. The mask isn’t double lined so there’s not a thicker inside portion where you clearly are meant to put it against your mouth because it can prevent anything from outside sleeping in. If you’re looking for a mask that has a good filter and will actually prevent the small air particles that the virus can actually travel through, I recommend an N95. The mask is pretty much reversible whereas if you flip it inside out it’s gonna look the same and that’s not really what I was expecting from this but, I also bought it just because I like the color and wanted black masks."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,10-Dec-20,Kristie,2,3,"I was shopping for disposable black mask. I thought I was getting a decent Black Friday deal. I ordered three boxes. They arrived in about week. The ear bands are soft and stretchy, overall the mask are comfortable for SHORT time use. However, these mask are falsely advertised, they definitely are not 3 ply! I wear glasses and bending the thin wire over my nose and trying to adjust the mask regular breathing still fogs up my glasses.  Also, after wearing a mask for a couple of hours it does become fuzzy on the inside. Which is super annoying. I'm not going to mess with returning them but I would not order again. I do not recommended this brand of mask."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,23-Feb-21,loren calevro,4,One,"Bought these masks to keep in my purse and car for all the times we forget to take a reusable masks with us or someone loses theirs. I like that they are black...since masks have pretty much become an ""accessory"" at this point. They just look ""nicer"" than the typical blue ones. They are comfortable, light weight, have the wire pinch nose and fit everyone in the house from my 13 year old son to my 41 year old husband. We all pretty much prefer them to our reusables. My boxes arrived in good condition and properly sealed. First time I pulled one out I thought ""man, this thing smells like pot!"" but maybe it was in my head....A While later my husband needed to use one and asked me "" is it just me or do these masks smell like pot?!"" So ok....not just in MY head. Then I went to a restaurant and our waitresses strap broke on her mask and I offered her one out of the sealed bag in my purse  and before we left she pulled me aside and said "" no judgement, but wanted to let you know that if you have pot in your purse it is making the masks smell like it!"" I bought two boxes and haven't opened the second yet to see if it's the same deal....but thought I would put it out there incase this is a regular thing and you wouldn't be down with people thinking you spend your days clam baking your masks!"
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,7-Feb-21,dsgyt,1,6,Was so excited to get these but even after airing them out for a couple of days- the chemical smell was super strong. Concerned about the toxicity of that smell right in your nasal cavity... no thanks.
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,27-Nov-20,Mac,1,5,"Every single mask has broken. The ear loops are held on by nothing apparently because EVERY ONE has broken. Either when I put it on or if I took it off and then put it back on, the second time it breaks. Ridiculous. Would not buy again."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,20-Dec-20,John H Wright,5,36,"Nice large size with a pretty sturdy metal wire for pinching against the top of your nose, so no threat of the masks falling and exposing the nose, which would defy the point of wearing one. Came with two huge packs within the box. Breathable material, and, if aesthetics are important to you, these black ones are comparatively attractive! Definitely nicer than the blue ones, and more hygienic than the stifling reusable cloth masks that everyone's aunt seems to be making these days. For whoever said the pleats go the wrong way....turn it around. Literally, just....flip the mask around lol. Not exactly rocket science. Considering the price, too, I would definitely recommend these, as long as you're not particularly petite, as they do provide a considerably larger coverage than many others I've seen."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,22-Jan-21,David W. Fowell,5,49,"Finally, the first time I get a face mask that is very comfortable and the metal nose band works very well. I can breathe without fogging up my glasses or at least VERY little. They are very soft. Made from a (now get this) nonwoven, meltblown material, hows that! What ever it means it means it's soft and very comfortable and your face doesn't feel like it's in a sauna. In the description it isn't mentioned that the company rates their bacterial filtration efficiency greater than 95% and the company rates suitable for medical use, which I take it to mean medical offices. Very forthcoming I think. For what they appear to be ( unless told differently) getting fifty masks for what I was charged is a bargin. Yes I highly recommend them."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,9-Feb-21,V. Sofia,1,3,"Yeah it is nice looking, comfortable and all that but the strings detach with minimal stretch to put on. My wife and I both has the same experience and no our heads are not large. I’ve never had a mask detach so easily from the strings that wrap around your ear. I had to tie one end around my glasses to keep it on at the doctors office. Look elsewhere."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,9-Nov-20,Elio,1,3,"Update: These masks were so great that I ordered a second box. However, not one single mask had a nose piece in the right place. Some didn’t have any at all. I am really disappointed. Original: They stretch great. They're not too tight on the face, nose or ears. I wear these to the gym and honestly started wearing them wherever I go and have stopped using my other masks as soon as I tried these on. 10/10 would recommend."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,30-Nov-20,Kelly,5,12,"I had been wearing the traditional blue surgical face masks for several months, and after needing a new supply, decided to try these. These have a sturdier and thicker feel to them than the usual blue ones, and don't tear easy like I found that other type did. The most important part for me was how well they could perform when working out and breathing heavy. The regular blue masks would suck inwards towards the nose and mouth, leading to that dreaded panic attack feeling and like you can't get enough air. These masks fit well and stay put, without being sucked towards the face even during a rigorous workout on the treadmill. They haven't felt irritating, and I don't have to adjust them while wearing them even after a long while. I can breathe very freely and easily in them, and no more panicky feeling while wearing a mask!"
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,31-Jan-21,Bob,1,3,"The first mask I wore fell off while shopping at Costco. The ear loop detached. Luckily I had a pen with me and poked a hole where the loop attaches and fed it through and tied it off. When I got home I took the next mask from the box and with a slight tug the ear loop detached. It doesn't rip the material, it just comes off. I tried a 3rd mask and that one seems to be ok. I've not needed to dig further, and admit 3 masks is not a good statistical sample, but the first 2 out of 3 masks being defective is not a good sign. I will not buy again."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,16-Dec-20,GVM,1,3,The biggest problem I have with these is that they sort of migrate around your face and you need to pull them back into place which is obviously not what you want. They also feel just slightly too small and a little itchy. Honestly we probably aren’t going to use them unless maybeeeee under another mask
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,5-Dec-20,Daren F.,4,2,"I bought these because I hated the way the blue masks look. I like that the black goes well with everything and I don't look like I'm getting ready to perform a procedure anymore. I am giving 4 stars because the first set I got had a odd almost moldy smell so I contacted amazon and they were quick to send a replacement. The masks fits well and is easy to breathe in, material feels strong and it is not too rough on the skin. I will definitely be buying more of these."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,8-Feb-21,Leanne,1,4,"These are AWFUL!! My face was SO itchy 😩 they are extremely linty and fuzzy...sonot feels like your fuzzes are going down your throat, which they actually are because when you breath in they do...Within minutes I had splotches all over my face and it felt puffy. My husband and kids had the same reaction. I thot black masks would be a better look then the blue medical ones but these are SO SO awful!!"
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,2-Nov-20,Marco Martinez,1,6,Okay mask if you’re only going in and out of the store quickly. Any longer and the inside fibers become frayed and essentially irritate your face. Might as well not have a mask on when every 30 seconds you have to take it off and rub your nose. Becomes unbearably itchy after about 30 minutes of use.
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,10-Dec-20,Kindle Customer,4,2,"Just got these. The color and quality great. The issue is I have a small sized face and they are too big. I can certainly use these over my cloth masks, I hope, or will use for guests. Another issue, my son has a wide face with a beard. These don't work that great for him either. Fits fine but as soon as he talks and moves his face, with his beard, they ride up his face. So these are definitely for an average  to larger face but careful for those with thicker beards."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,13-Apr-21,kmurph31,5,,Basically this is one of the best purchases that I have ever made on Amazon.  There are fifty face masks that come in a box that are a one time wear and easy to dispose of.  It is a real bargain to receive 50 black masks for approximately thirteen dollars.  These masks can save your life by wearing them with a face shield that you can also purchase from Amazon for around the same price.  Wearing a face mask is not a political statement.  Wearing a mask can literally save your life and is the most effective way not to catch Covid19 besides being vaccinated.  I just got my one shot Johnson & Johnson vaccine last Saturday.  I will continue to wear these affordable and effective face masks with my face shield until the whole USA is vaccinated.  The best bargain for your health that you can benefit for your money and your health.  Stay safe and buy these masks.
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,9-Dec-20,Niloc0,1,3,"These are straight up garbage. The elastic pulls out of the mask when trying to put them on, they break immediately Unusable. I've used other inexpensive disposable masks and they've been fine, avoid this brand."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,22-Mar-21,M. D. Chambers,5,,"Over the last year I have been trying to find a facemask that would stand up to intense workouts, without success. Even masks supposedly designed for exercising fell short. If it wasn't sucking in the fabric while breathing heavy, then it was the bottom half of my face sitting in a pool of sweat with nowhere for it to go, or my glasses fogging up because the fit wasn't secure. Someone at my gym recommended these masks. This was money well spent.  The masks are lightweight, which helps most of the sweat evaporate quickly.  The fit is very secure over the bridge of my nose so no more fogged glasses. And the folds of the masks face outward so no more sucking in fabric while pushing through that last mile. I liked these so much that I've ordered 2 more boxes so I have a steady supply for the months to come. Highly recommended."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,31-Mar-21,Bob Fam,5,,"These have been the best go to masks for me through this pandemic. I can breath in them and they don’t make me look like I have bird beak. They are affordable! They are light weight, yet durable, breathable, doesn’t leave lines under my eyes to create wrinkles on my face, the position is adjustable at the nose to be high or lower on my face as I wish to wear it. Doesn’t pull tug or hurt my ears yet stays on and doesn’t fall or droop. I love the simplicity of the black color and the ear loops are black too so they match and it tends to match whatever I wear. They are disposable however they’re made well enough to use more than once, I get several wears out of one but there are many in a box so you can throw away as you feel you are exposed or need to dispose of them. My favorite go to mask of 2020-2021."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,28-Jan-21,Mama Rosa,1,2,Product is not the same as shown in the website. Picture1: Product received from my order. Picture 2: My friend's home-made mask from Taiwan. Outer layer is the same material. Inner layer is cotton as an open pocket to insert or drape-over another disposable protection sheet for extra protection and comfort.
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,4-Apr-21,DB,1,,"After wearing this mask and noticing a tickle in my throat and fibers sticking to my shaved face, I drew instant concerns about the fibers in this mask being taken into your nasal passages and inhaled your lungs. I decided to put the masks under microscope at 60xs magnification. I found some other strange things about these masks, as you can see in my photos, there appears to be some sort of fluid or chemical on portions of the mask. I tested two brand new, never used masks from the box, both having the same patterns all over the mask. Unsure what this is, but if you want to breathe in synthetic fibers along with whatever this substance may be, be my guest. I personally, would not trust this mask and I’ve thrown away the two boxes which I purchased for my third grade-teaching wife."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,19-Jan-21,Maddy,1,2,"I read the reviews and they seemed promising. Upon opening the box of masks they looked normal and when initially wearing one it seemed comfortable, fast-forward to 1 hr, and the mask is wet from within. They are NOT breathable and are NOT absorbent. I had to take it off and run it under a hand dryer to dry it off. It was NASTY, and no, I am not a mouth breather nor was I talking while wearing the mask. They also gave me an allergic reaction on my chin. Definitely;y would NOT recommend these."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,5-Apr-21,Ryan B.,5,One,"If your looking for a mask other than blue than you’ve found it haha I want to say about this mask are lightweight, you can definitely breathe in it and it’ll keep you safe if worn properly with the loops. I think that this 50pk is definitely worth it and it’s also enough for the family. The mask is evenly distributed to cover the nose and mouth. I did notice that on these masks that the loops don’t break off the mask itself unlike other masks that I’ve had. I consider these masks heavy duty! If your a man/woman and want to set that stylish side I’d recommend this to go with any outfit of the day."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,30-Jan-21,S. Bertrand,4,One,"Generally, my workplace issues  masks to everyone upon entrance, but unfortunately after a couple of hours wearing them, the fibers will start breaking, and you end up breathing them into your lung. In order to remedy this situation, I have decided to purchase my own mask. Buying clothes masks was not an option, due to shrinkage  stress after a single wash. I took my chances on this on, and they are not too bad, and can  easily last up to 5 hours unless you are perspiring a lot."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,22-Feb-21,Stephanie,5,,"I bought these because the hospital I work at requires everyone in patient care to wear surgical masks, and if I'm gonna wear a surgical mask then I'm gonna wear a black one lol I have a fat face and a big head and they fit me perfectly! I wear 2 because I feel more safe that way and they still fit just fine. They're good quality and not thin like others. They also didn't smell, which I know is a common occurrence when buying surgical masks online. Shipped very fast! I'll definitely buy these again when I run out! For transparency- I did get a card with my order linking me to their website and it said I would get a $5 Amazon gift card if I left a review, but it did NOT say the review had to be positive. These are purely my own views."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,8-Nov-20,Becky,1,4,Ear loops break before i get them out of the package
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,26-Feb-21,Admin_Dude42,1,2,"Got these noir masks for a funeral. These were thicker than expected and as a result, my face gets really hot and sweaty. The only use was entry into the building so I chin diapered it the rest of the time. Also, they gave off an odor of parchment and sweat from cheap labor."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,12-Dec-20,felix_s,3,One,"They have an industrial smell and feel like they're using the typical cheap material. I don't know if they are 3-ply but the other masks I bought in January that claimed to be 3-ply felt as thin as these. These do not feel as sturdy or well constructed as the ones you get at Dr offices where they make you wear their masks.  I plan to double up on these ( wear two of them). Not sure why close to 5 stars, these are average although they're black so maybe others feel they deserve they deserve 1.5 stars for that. I did notice the typical Chinese seller ""you've won a prize"" card which pretty much exchanges money or gifts for a good review so maybe that's why."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,27-Dec-20,AppleT,3,One,"I wear these everyday doing industrial maintenance so I thought black masks would be better than the blue/white ones. Clearly these are not all made equally. They really cheaped out with these. They are thin in every way. The nose piece, the straps, the material. So thin in fact they pucker at the cheeks and don’t hold their shape. With such a thin nose piece you look in the mirror and see 60 percent of the mask is on one side of your face. Going back to the other other masks."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,16-Feb-21,Brian,1,2,"I need to wear one for work everyday.. These masks are cheap in quality. The bands that go around your ear rip very easily. The mask itself begins to fall apart, making the mask itchy and eventually not practical for use. Look elsewhere for reusable masks, this is a poorly made product."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,8-Jan-21,Jennifer C. Metzger,4,One,We tested this the same as the multi colored box (yellow green blue pink purple). When trying to blow out a lighter more Air comes through the black mask than the yellow so the flame flickers. The water doesn't drop through when filled but after the water is dumped you can almost completely blow the flame out through the wet black mask but not at all through the wet yellow mask. When we cut the black mask in half it had less layers and of a paper consistency vs the color mask which had more of the polypropylene layer so I'd purchase the colorful box again but not the black. only because this black mask seemed better than the other black masks on the Amazon market but if I can feel most air blow through it I don't believe the black mask is as effective as we would prefer.
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,21-Jan-21,Sam Page,1,2,"This is why I kick myself buying crap on Amazon without really having all the facts. You can no longer trust reviews online. Period. Everyone seems to have an angle. If you purchase these masks, you will be disappointed, in every way imaginable. Sad."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,21-Feb-21,Dria,5,,"Fits my big head. These disposable masks are large enough to fit my big head comfortably. I'm a woman with a big head, and ears. I normally buy size XL cloth face masks with the nose wire. I bought these for an emergency road trip to a State without a mask mandate and an uncontrollable high number of covid cases. A couple of the ear loops were too loose on one side, but you can double loop it around your ear. They're not tight on my ears, and they are as breathable as a surgical style mask can be. My glasses still fog a little, but they fog with all masks, even with the bendable nose wire. I wore these under a cloth mask, which is do-able. The key is to adjust both masks, and don't take them off until you're back in your home. I usually lower my mask when I get in my car, but lowering 2 masks is a pain because, they slid off my ears, and I had to readjust both of them again. If the masks tangle when taking them out of the plastic bag, flip the bag over and remove them from the other side. These masks served their purpose and I would recommend them."
disposable_mask,https://www.amazon.com/dp/B08GQZYSWK,24-Jan-21,K. Anwar,5,,"I was previously using a ""reusable"" fabric mask, and the standard face masks that doctor's offices provide. Once those ran out, I picked up this 50-pk of black masks, and I'm not sure what is different but these are MUCH more comfortable. They fit my face completely and extend from the middle of the nose bridge down below the chin. My girlfriend liked them so much she picked up a pack for herself! 50 masks is more than enough to keep a dozen or two in my car, and the rest in my house. With social distancing and in-trunk grocery pickup, I don't use very many masks as it is, so I am very happy with this product and will buy again once my current supply runs out in a few months."
