,product_category,product_url,review_date,handle,rating,helpfulness_rating,review
2034,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,23-Sep-20,Christopher Suer,1,13,Definitely not germ x hand sanitizer. Smells completely different.
2035,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,28-May-20,Secanda Jewell,5,5,"Delivery was expected by June 1, 2020. It was delivered May 24, 2020. Such a pleasant surprise. From the other reviewers, I was prepared for some missing volume but even if I received 96/128 oz. for less than $20, I would be thrilled. No problems at all, I received all 128 oz. I even had a foil seal under the plastic cap. It smells a little alcohol-y, but some sanitizers always did. I was using 91% alcohol anyway. It seems a little watery, but I've been using liquid (not gel) sanitizer and alcohol in spray bottles. Is it real Germ-X? I don't care, I have been buying sanitizer from distilleries for $40/gallon. It was extra for gel. People were selling expired sanitizer, so there's that. Things that may be a deterrent for some didn't matter to me. Fast shipping, No leaks. Good price. Winner, winner, chicken dinner."
2036,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,13-Jul-20,Courtney C.,1,8,"I guess Germ-X just isn’t what it used to be. It was really runny- not the gel Sanitizer I remember using pre-Covid.. and it has a really strong scent. Definitely not “unscented”! I wish it was just an alcohol scent to it! It smells rotten and lingers on my hands. The only good thing I can say about it is that while it was sliding through my hands like water since it’s more like a turning a 2 liter of coke up than a gel hand sanitizer to get a glob out into your palm!!!- it did sting a paper cut on the underside of my hand! So it should do the job if you can manage to get it on every side of your hands and leave it that for a few seconds to do its thing! Really disappointed! I know like everyone else that ordered this, I was SO disappointed that this wasn’t the real thing! After months of hunting for the name brand we are accustomed to and it being sold out and hoarded by selfish people- I was excited to get a few bottles to have to give to my kids’ teachers in August, family members, friends, and bus drivers! People who would need something that would STICK! Not this stuff that slips right though your fingers and smells like *censored because you wouldn’t post this review if I told you how it really smelled!!!* Sick of 2020 being the year of lies and being taken advantage of at every single turn! Shame on your amazon and YOU TOO GERM-X! I’d return it but all the other hand sanitizer is just as awful and at this point, I have to make do with something awful. Next time, I’ll buy the one that starts with a P and PRAY that company is honest on Amazon!"
2037,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,14-May-20,S. Fuentes,2,9,"I was thankful that I was able to find this product for my father, sister, daughter and myself. The delivery was perfect, so that was great. However, all except for two bottles were missing at least 1 inch of sanitizer. It appears as if someone took some from each bottle. There was no protective foil lining the bottle opening, so this was easy to do."
2038,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,23-Sep-20,Ciera,2,11,Product arrived in good shape but the smell is horrible.
2039,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,4-Sep-20,Amazon Customer,1,10,Most of the bottle tops were lose and leaking. I paid a lot for these because my son needed them for school. He will not be able to use them as they will leak all over his back pack and gym bag.
2040,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,29-May-20,MiMi,1,8,"This is  NOT an authentic product. My package arrived ysterday (05/28/2020) and the bottles were NOT equally full. Two of them were not level the same as the other two. The consistency was NOT gel as the original GermX . The smell was NOT the same, even the tops/caps were a different color than the original GermX . GermX has a unique fragrance and this was NOT it. I didn't dare to put it on my hands. DO NOT BUY! By the way, IT IS NOT REFUNDABLE. Save your hard earn money $$$"
2041,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,4-May-20,Kass,1,14,"Bottles were not filled all the way. They weren’t even sealed either. Also, it is extremely watery. Doesn’t seem to be the real brand of Germ-X."
2042,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,5-Jul-20,Jose,1,7,"I have purchased multiple Germ-X with amazon since the pandemic started. And I always check it to see the quality. Never have I been disappointed. This is the only brand that I love the formula, how it feels and the smell. We all know that Germ-X scent. UNTIL now. I received the 32oz bottle July 5th and immediately I knew something was wrong, it flows like water!!! Not thick at all. And the smell.. cheap tequila!! NOT GERM-X formula at all!! I’m so disappointed on the quality. When you put it on, it doesn’t feel like gel, feels like water!! If I had ordered hand sanitizer from another brand and this is what I got, I wouldn’t care because i know it’s gonna be different. But this feels extremely cheap and ripped off. I bought the brand Germ-X for a reason. I know what I want, so I’m paying for that brand."
2043,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,7-Jul-20,J. Robles,2,6,"I bought two orders of these 32oz 4pk GermX. The first time I bought it, the product was perfect. It smelled just like the small bottle of GermX I bought at Target. So weeks later I decided to order another set to give out to family, but these bottles did not smell good at all. It smelled like cheap vodka gone bad! As far as the consistency of the product, it is very watery and not gel like. I actually found the same product at Target and the consistency was the same like these bottles from Amazon, very watery. I wish I could return the second set I bought because the smell is truly horrible, and I don’t think anyone would want that smell on their hands. It seems like the manufacturer of this product is cutting corners in order to mass produce. They are reducing the amount of gel that is normally put in the product, and they’re not adding any fragrance, which leads people to believe they’re getting fake GermX. I honestly won’t be buying this product/brand ever again and hopefully Purell becomes available soon."
2044,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,14-Sep-20,DDA,5,5,"Bargain given with these sanitizers go for nowadays!  Doesn’t leave your hands sticky like others do Note that this only contain 62% alcohol, and the recommendation is that it should have at least 70%"
2045,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,6-May-20,Amazon Customer,2,9,I'm a little concerned if this is actual hand sanitizer by Germ X in the bottles. None of the bottles were sealed. Some had more liquid than others. And one was spilling in the box? I'm pretty sure there should have been a seal on top of the bottles under the cap and I don't feel so safe using it.
2046,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,20-Mar-21,Elena Rosas,1,3,"Purchased the 12 pack of 10 Oz bottles. They were packed well. That is why I gave it one star. I noticed that none of the bottles had a foil seal, not really sure if any of the ones I purchase at the store have them but it definitely caught my attention. One bottle was only half full and the cap was barely on the bottle. I used a tiny amount to try it out and oh my goodness if I had an appetite let's say I wouldn't have had one after smelling the sanitizer. It smells like a mix of baby vomit, baby poop, a hint of a multipurpose flowery scented cleaning solution, a retirement home or cheap motel, and air freshener sprayed into the air after someone has taken a massive dump and tried to mask the scent. I added 91% isopropyl alcohol to the bottle that was half filled and it barely reduced the scent of the very detailed mixture of scents I described. I hate having to return items especially by shipping soooooo I guess I'll be transferring them into different bottles where I can add more isopropyl alcohol. Do yourself a favor, just go to your local pharmacy or department store and purchase what you know works and doesn't wreak so bad"
2047,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,9-Oct-20,Amazon Customer,1,3,"Im very skeptical these days - with Covid and the recent ""fake and dangerous"" hand sanitizer scare. Now, I don't know that there is anything wrong with this but it certainly has me concerned fr a few reasons: 1) the box was damaged and had no safety seals - just tape 2) the bottles are all filled to different levels - also no safety seals and screw tops were loose 3) one bottle was leaking from loose top - It just seems obvious that these were not filled in a factory setting and that they were filled an assembled by hand - This may not indicate a problem but it does raise an eyebrow - Please do better thx"
2048,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,26-Jun-20,Renae,4,6,It seems as the real deal so no complaints about that.. The seal was missing in each bottle which do have me concern.. I have always used germ-x since I had have grandkids hopefully it's just a safe as the germ-x I have purchased from store
2049,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,19-May-20,Mar-52,5,4,"Short of waiting a bit for delivery (19 days), everything about this purchase was perfect. Product is authentic, delivered undamaged, bottles are full with no leakage, and last but not least,.........the price for the quantity is great. This will keep me for a good length of time, and I can even give away a bottle or two to friends that need it."
2050,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,9-Aug-20,J...,4,One,"The price that I paid on Amazon for four 32 ounce bottles of hand sanitizer from a well-known manufacturer is pretty terrific. It sells out fast and I had to check back often to get an order placed. The version that I received is 62% ethyl alcohol, so it meets CDC requirements for ethyl alcohol based hand sanitizer. The good news is it doesn't smell awful - it's almost kind of pleasant with just a very mild alcohol aroma. I've purchased other hand sanitizers made with ethyl alcohol/ethanol and they've smelled strongly like cheap tequila, so it's a relief that this product has a non-offensive scent. While technically a gel, it's somewhat thin and runny. The consistency is okay once you know what to expect - just rub it in quickly so none drips off. After it dries, there's no stickiness and perhaps there's a plus for not being a thicker gel. The expiration date is just under 2 years from now, so no worries about aging out before using it all up. Delivery was much sooner than the original estimated date, like a couple weeks sooner. The bad news is my shipment leaked, like many other reviewers have noted. One of the four bottles had a faulty flip top - had a hole in it directly over the little pour spout. The bottle lost about 15% of its contents. I opened the box within a couple hours after delivery, so maybe I'm lucky that I got to it before more leaked out. The other three bottles were fine. If you order, just make sure to check for any leakage promptly upon delivery."
2051,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,27-Aug-20,Arnulfo orozco,1,9,This was not real GermX... I specifically bought this product because the GermX scent is ore pleasant than other sanitizers... every single bottle I received smelled like a cheap tequila. EXTREMELY DISAPPOINTED. Will not order again.
2052,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,9-Jul-20,MelEmme8,1,5,I rarely leave reviews. But this one needs to be done. I purchased this over a month ago and figured and received it yesterday. I expected the delay and that was fine. Two bottles had leaked all over the box. The other two had lids that were barely on. I can deal with that. It happens. But the smell is ATROCIOUS! My kids refuse to have it on their hands. It made one of them gag. I can't place the smell but it's not alcohol and definitely does not smell like other bottles I have around the house. There is also a very sticky feel to the gel. I had to wash my hands after using it because the stickiness would not go away. Now I'm stuck with a 4 pack that I was going to use to fill up the kid's small bottles they keep at school. I have to donate a product such as this. Don't want anyone else using it!
2053,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,19-May-20,J. Bremer,4,4,"So it was authentic germX, hand sanitizer gel, but like other reviewers said, it leaked everywhere in the box!! None of the caps were screwed on tightly to the bottles. I get that the hand sanitizer factory is probably working double speed right now, but just...screw the lids on!"
2054,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,4-Sep-20,Keyan Williams,1,4,"Even after reading all the negative reviews, I went against my better judgement and purchased this product.  Bad move!  One bottle was half empty, one bottle was crushed and all of them are water down.  Save your money!"
2055,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,13-May-20,Amazon Customer,5,5,"I bought the Germ-x  because I am familiar with the brand. It came full. Some complained it did not have a seal but when I bought these bottles at Walmart and Dollar Tree it did not come with a seal either. Also, if you have any papercuts and use this hand sanitizer you will definitely know it has alcohol. Delivery time was two weeks, which was reasonable for this current time."
2056,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,29-Mar-21,Nicole Paul,1,2,GermX is typically my favorite and is the only hand sanitizer that I will buy.  I like that it typically has light unnoticeable scent.  I found these on sale so I decided to buy them.  I got them today and the scent is horrible and smells like cheap restaurant hand soap and the fragrance will remain on your hands for awhile after using.  I tried to return them but unfortunately you are not able to return them.  If you are sensitive too smell I would recommend avoiding these and just buying GermX from the store.
2057,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,15-Aug-20,CZFusion,1,6,"Very sorry to see a formerly great product, turned into a weak, watery substance! You will pour twice (or more) of what you need, as it runs out like a river. No idea why the formula was changed. It may have the same name and logo, but the product is NOT the same."
2058,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,29-Oct-20,Isaac,3,One,"I noticed none of the bottles had a plastic seal and they were all missing sanitizer.  You'll get 4x 32 fl oz bottles with a lot missing.  They were placed in a box (none seemed to be spilled inside), but 3 out of 4 bottles were squeezed and dented.  Either this was accidental or an attempt to make it look like the bottles were more full than they were. Whether there's some conspiracy to screw me out of product or not, bottom line, I was screwed out of product.  I filled 3 of the bottles up with one of the others to make it easier to see how much you should have VS how much you're getting ripped off.  Up to you whether they're worth buying or not, but know they're not packaged with plastic seals and they'll be missing product, whether they spill in the box or not."
2059,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,7-Sep-20,Nana,1,2,"I know it is a big brand so people all knew and trust it for but the bottles arrived cap opened or not sealed all the way. After shipping the box move left to right all the time, the inside gel comes out everywhere inside the deliver box making a big mess almost every time because the bottle caps were all loose or off the bottles. This is an easy fix that the vendor just needs to make sure the cap is sealed and tight all the way. Hope the vendor will take care of it in the future."
2060,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,1-Oct-20,Tranika,5,3,"Not sure why everyone is yelling FAKE!!! I do not think Amazon would take any risk of selling a fake product, i personally dont think its worth it... Yes we are in a pandemic and these are high demand items so the company may cut back on something that they may feel is safe to do in order to make sure its enough to go around rather than not enough at all... I purchased Clorox Germicide from Home Depot and received different labels but i check it and its the same product... A bunch of over grown folks pouting like we are all perfect or you too good for the product... Grow up... Its not fake, maybe watery but repeat not fake"
2061,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,4-Sep-20,Amazon Customer,5,2,"Some reviews claim that is is not real Germ x but I disagree. Compared bottle to one I purchased few weeks ago from local store and it is the same scent, ingredients and constancy. The formula is slightly different then an old bottle from before covid. If you smell straight from the big bottle it doesn't smell the greatest however when it's on my hand I dont notice an overwhelming smell. Doesn't leave hands sticky like.some other brands which I love. Great price to refill bottle at home and to send to school with kids."
2062,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,1-Jun-20,Amazon Customer,5,2,"When everywhere was out of stock on hand sanitizer, I saw this fantastic deal on a Facebook group and jumped on it. Im so glad I did, since my work reopened in early May and we could not source any hand sanitizer from the usual corporate options. This supply refilled our bottles at work stations and more. I lucked out and was able to purchase a second time, so we had some future refills. This IS the genuine GermX product, despite what some other reviews state, and has helped us tremendously at our doctor's office. The shipping was super fast; though I was thinking it was going to be 3 weeks, it wound up being only a week."
2063,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,24-Oct-20,Yolanda,3,One,"I've been using this product for years.  The product was put in a box and then placed in a 2nd box for protection. When I received the product I could smell the Germ X before I opened the box. The second box was intact, but the first box that the product was in, had 2 of the bottles damaged at the top which allowed some of the Germ X to escape and spill into the box. Gladly I had just finished a large bottle of sanitizer and was able to pour what was left of the 2 damaged bottles in another bottle.  I was only offered to return the Germ X not to replace it.  Too missy to return."
2064,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,29-Jul-20,DJ,5,2,"Upon receiving my shipment I noticed these bottles seemed more watery than usual. Purchased a smaller bottle from target to compare. Same thing. It is legit and original Germ X. The reason why the consistency and thickness isn’t the same is because there is a severe shortage of ingredients used to manufacture this product. Seeing as most of the ingredients for Clorox wipes, hand sanitizers, Lysol sprays and all the other high demand items are from overseas quality of product isn’t the same. Shipping was good but one bottle did leak a little bit not very much."
2065,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,16-May-20,AT,1,9,Bottles were not sealed. Bought this for a business. Cannot give to guests without knowing what’s actually really in it.
2066,hand_sanitizer,https://www.amazon.com/dp/B085V653L5,21-Jun-20,Korryn Harris,5,3,"You can definitely tell that they're trying to stretch the product as far as it can go so its a little watery but hey, I'll take 62% alcohol content over nothing and when I've been seeing 8 oz go for 7.99 in stores, 4 of these for $17 is an absolute steal. All of my bottles came sealed and in great condition."
